cik_str,symbol,name,cik
1690585,DNTH,"Dianthus Therapeutics, Inc. /DE/",1690585
1771515,GO,Grocery Outlet Holding Corp.,1771515
34782,SRCE,1ST SOURCE CORP,34782
901491,PZZA,PAPA JOHNS INTERNATIONAL INC,901491
826675,DX,DYNEX CAPITAL INC,826675
1812477,BITF,Bitfarms Ltd,1812477
1370450,WLDN,"Willdan Group, Inc.",1370450
1050377,CNXN,PC CONNECTION INC,1050377
1500217,AAT,"American Assets Trust, Inc.",1500217
1746618,RVLV,"Revolve Group, Inc.",1746618
1879016,IE,Ivanhoe Electric Inc.,1879016
1830487,PHVS,Pharvaris N.V.,1830487
8063,ATRO,ASTRONICS CORP,8063
1605607,PGRE,"Paramount Group, Inc.",1605607
819793,AIN,ALBANY INTERNATIONAL CORP /DE/,819793
1084048,ZD,"ZIFF DAVIS, INC.",1084048
1935979,BHVN,Biohaven Ltd.,1935979
1568100,PD,"PagerDuty, Inc.",1568100
1320414,SEM,SELECT MEDICAL HOLDINGS CORP,1320414
1809541,BCAT,BlackRock Capital Allocation Term Trust,1809541
1590750,VRDN,"Viridian Therapeutics, Inc.\DE",1590750
932695,CYD,CHINA YUCHAI INTERNATIONAL LTD,932695
1307954,HUN,Huntsman CORP,1307954
1677576,IIPR,INNOVATIVE INDUSTRIAL PROPERTIES INC,1677576
715787,TILE,INTERFACE INC,715787
1411579,AMC,"AMC ENTERTAINMENT HOLDINGS, INC.",1411579
1631574,WVE,Wave Life Sciences Ltd.,1631574
1821769,NVTS,Navitas Semiconductor Corp,1821769
1768666,BSTZ,BlackRock Science & Technology Term Trust,1768666
836157,LNN,LINDSAY CORP,836157
1262976,CMPR,CIMPRESS plc,1262976
1866692,AMPL,"Amplitude, Inc.",1866692
69633,NSSC,"NAPCO SECURITY TECHNOLOGIES, INC",69633
1834488,NABL,"N-able, Inc.",1834488
1222401,HYT,"BLACKROCK CORPORATE HIGH YIELD FUND, INC.",1222401
1342338,HIMX,"Himax Technologies, Inc.",1342338
912892,TV,"GRUPO TELEVISA, S.A.B.",912892
719220,STBA,S&T BANCORP INC,719220
1105122,FMCXF,FORAN MINING CORP,1105122
1052752,GTY,GETTY REALTY CORP /MD/,1052752
1920294,RZLV,REZOLVE AI PLC,1920294
1982708,NNNN,Anbio Biotechnology,1982708
97134,TNC,TENNANT CO,97134
789460,WKC,WORLD KINECT CORP,789460
1875444,ARHS,"Arhaus, Inc.",1875444
18748,CET,CENTRAL SECURITIES CORP,18748
1809519,GDRX,"GoodRx Holdings, Inc.",1809519
1012477,AVDL,AVADEL PHARMACEUTICALS PLC,1012477
1298699,BXMX,Nuveen S&P 500 BuyWrite Income Fund,1298699
356171,TCBK,TRICO BANCSHARES /,356171
1475841,NBHC,National Bank Holdings Corp,1475841
1503584,CMRE,Costamare Inc.,1503584
1490978,SDGR,"Schrodinger, Inc.",1490978
714395,GABC,"GERMAN AMERICAN BANCORP, INC.",714395
104894,ELME,Elme Communities,104894
1528437,BTT,BlackRock Municipal 2030 Target Term Trust,1528437
1860543,CDRE,"Cadre Holdings, Inc.",1860543
1834494,MLNK,"MeridianLink, Inc.",1834494
1261654,UTI,UNIVERSAL TECHNICAL INSTITUTE INC,1261654
1629019,MBIN,Merchants Bancorp,1629019
1828016,PLTK,Playtika Holding Corp.,1828016
1756708,JMIA,Jumia Technologies AG,1756708
1657788,KRP,"Kimbell Royalty Partners, LP",1657788
1484769,FUBO,fuboTV Inc. /FL,1484769
1920406,ASST,"Strive, Inc.",1920406
1840572,LUCK,Lucky Strike Entertainment Corp,1840572
1821159,EVGO,EVgo Inc.,1821159
1888886,GPCR,Structure Therapeutics Inc.,1888886
1600620,AUPH,Aurinia Pharmaceuticals Inc.,1600620
1703057,ABCL,AbCellera Biologics Inc.,1703057
84748,ROG,ROGERS CORP,84748
1831828,VERA,"Vera Therapeutics, Inc.",1831828
1124796,LASR,"NLIGHT, INC.",1124796
1782524,MSDL,Morgan Stanley Direct Lending Fund,1782524
876883,STGW,Stagwell Inc,876883
40417,GAM,GENERAL AMERICAN INVESTORS CO INC,40417
1645113,NVCR,NovoCure Ltd,1645113
2020795,UNIT,Uniti Group Inc.,2020795
1721947,JAMF,Jamf Holding Corp.,1721947
1332174,GSG,iShares S&P GSCI Commodity-Indexed Trust,1332174
1539638,TFIN,"Triumph Financial, Inc.",1539638
933036,UPBD,"UPBOUND GROUP, INC.",933036
1508478,ARCO,Arcos Dorados Holdings Inc.,1508478
1577670,LADR,Ladder Capital Corp,1577670
1709682,CTOS,"Custom Truck One Source, Inc.",1709682
103145,VECO,VEECO INSTRUMENTS INC,103145
1865187,ARIS,"Aris Water Solutions, Inc.",1865187
1616000,XHR,"Xenia Hotels & Resorts, Inc.",1616000
1796073,VZLA,Vizsla Silver Corp.,1796073
1616678,BST,BlackRock Science & Technology Trust,1616678
1817713,JANX,"Janux Therapeutics, Inc.",1817713
57131,LZB,LA-Z-BOY INC,57131
923120,GBX,GREENBRIER COMPANIES INC,923120
1724521,RCUS,"Arcus Biosciences, Inc.",1724521
1467760,ARI,"Apollo Commercial Real Estate Finance, Inc.",1467760
1575828,XPRO,EXPRO GROUP HOLDINGS N.V.,1575828
1669811,DFIN,"Donnelley Financial Solutions, Inc.",1669811
1788882,ROOT,"Root, Inc.",1788882
816956,CNMD,CONMED Corp,816956
893949,MD,"Pediatrix Medical Group, Inc.",893949
921557,RBCAA,REPUBLIC BANCORP INC /KY/,921557
1412408,PHR,"Phreesia, Inc.",1412408
1771007,AFYA,Afya Ltd,1771007
1584297,MNSKY,MoneySupermarket.com Group PLC/ADR,1584297
1566388,DSL,DoubleLine Income Solutions Fund,1566388
1395937,SNDX,Syndax Pharmaceuticals Inc,1395937
1567925,SILA,"Sila Realty Trust, Inc.",1567925
30305,DCO,DUCOMMUN INC /DE/,30305
926326,OMCL,"OMNICELL, INC.",926326
945114,GIC,GLOBAL INDUSTRIAL Co,945114
1000694,NVAX,NOVAVAX INC,1000694
1966983,LAC,LITHIUM AMERICAS CORP.,1966983
1288469,MXL,"MAXLINEAR, INC",1288469
1689796,JBGS,JBG SMITH Properties,1689796
1819810,RDW,Redwire Corp,1819810
2035149,FLOC,Flowco Holdings Inc.,2035149
1731348,TLRY,"Tilray Brands, Inc.",1731348
854775,DGII,DIGI INTERNATIONAL INC,854775
1128361,HOPE,HOPE BANCORP INC,1128361
1474098,PEB,Pebblebrook Hotel Trust,1474098
102037,UVV,UNIVERSAL CORP /VA/,102037
1616533,PENG,"Penguin Solutions, Inc.",1616533
1839839,JBI,"Janus International Group, Inc.",1839839
1477449,TDOC,"Teladoc Health, Inc.",1477449
718937,STAA,STAAR SURGICAL CO,718937
863436,BHE,BENCHMARK ELECTRONICS INC,863436
1772253,FLNG,Flex LNG Ltd.,1772253
1171486,NRP,NATURAL RESOURCE PARTNERS LP,1171486
810136,PLAB,PHOTRONICS INC,810136
1805385,EVLV,"Evolv Technologies Holdings, Inc.",1805385
821026,ANDE,"Andersons, Inc.",821026
1437402,ARDX,"ARDELYX, INC.",1437402
1891027,MNTN,"MNTN, Inc.",1891027
1406587,FOR,Forestar Group Inc.,1406587
1053706,CRAI,"CRA INTERNATIONAL, INC.",1053706
1527762,MFH,Mercurity Fintech Holding Inc.,1527762
1568194,FSCO,FS Credit Opportunities Corp.,1568194
703604,DSGR,"Distribution Solutions Group, Inc.",703604
1970622,USAR,"USA Rare Earth, Inc.",1970622
1415921,NMM,Navios Maritime Partners L.P.,1415921
1828962,CRCT,"Cricut, Inc.",1828962
1676163,SSII,"SS Innovations International, Inc.",1676163
883237,VRTS,"VIRTUS INVESTMENT PARTNERS, INC.",883237
1083446,ASTH,"Astrana Health, Inc.",1083446
1759783,EH,EHang Holdings Ltd,1759783
109177,SPB,"Spectrum Brands Holdings, Inc.",109177
1899287,AMPX,"Amprius Technologies, Inc.",1899287
1690511,GOOS,Canada Goose Holdings Inc.,1690511
1904856,EFXT,Enerflex Ltd.,1904856
1670061,ALM,Almonty Industries Inc.,1670061
1608741,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,1608741
1760689,MVST,"Microvast Holdings, Inc.",1760689
1962746,LOT,Lotus Technology Inc.,1962746
50493,IMKTA,INGLES MARKETS INC,50493
1545654,ALEX,"Alexander & Baldwin, Inc.",1545654
846617,DCOM,"Dime Community Bancshares, Inc. /NY/",846617
1580808,ATEN,"A10 Networks, Inc.",1580808
1593538,NAVI,NAVIENT CORP,1593538
1808834,PRG,"PROG Holdings, Inc.",1808834
1411342,EFC,Ellington Financial Inc.,1411342
933974,AZTA,"Azenta, Inc.",933974
1484778,TDUP,ThredUp Inc.,1484778
2012593,RAPP,"Rapport Therapeutics, Inc.",2012593
752642,UMH,"UMH PROPERTIES, INC.",752642
1897087,SUPX,Super X AI Technology Ltd,1897087
1670076,ULCC,"Frontier Group Holdings, Inc.",1670076
1611115,OMDA,"Omada Health, Inc.",1611115
1596993,LPG,DORIAN LPG LTD.,1596993
1702750,BY,"BYLINE BANCORP, INC.",1702750
906465,QCRH,QCR HOLDINGS INC,906465
1867096,XERS,"Xeris Biopharma Holdings, Inc.",1867096
885978,USPH,U S PHYSICAL THERAPY INC /NV,885978
1356090,PGEN,"PRECIGEN, INC.",1356090
1815776,LENZ,"LENZ Therapeutics, Inc.",1815776
1392326,CCEC,Capital Clean Energy Carriers Corp.,1392326
1853138,KDK,"Kodiak AI, Inc.",1853138
1517413,FSLY,"Fastly, Inc.",1517413
1840904,ATAI,ATAI Life Sciences N.V.,1840904
311094,WABC,WESTAMERICA BANCORPORATION,311094
1042893,INVX,"Innovex International, Inc.",1042893
1308335,EOS,Eaton Vance Enhanced Equity Income Fund II,1308335
1857475,DOLE,Dole plc,1857475
1995195,YUBCF,Yubico AB,1995195
712771,CNOB,"ConnectOne Bancorp, Inc.",712771
1560327,RPD,"Rapid7, Inc.",1560327
1412558,EVO,Evotec SE,1412558
1831651,SHLS,"Shoals Technologies Group, Inc.",1831651
1734713,BV,"BrightView Holdings, Inc.",1734713
1297184,AMPH,"Amphastar Pharmaceuticals, Inc.",1297184
1825155,TIXT,TELUS International (Cda) Inc.,1825155
1821160,GHLD,Guild Holdings Co,1821160
1717161,CEPU,CENTRAL PUERTO S.A.,1717161
1573221,REAL,"TheRealReal, Inc.",1573221
1481513,JKS,"JinkoSolar Holding Co., Ltd.",1481513
1821806,LESL,"Leslie's, Inc.",1821806
1820721,ARRY,"Array Technologies, Inc.",1820721
1127703,PRA,PROASSURANCE CORP,1127703
811596,KALU,KAISER ALUMINUM CORP,811596
33934,CRF,CORNERSTONE TOTAL RETURN FUND INC,33934
1260563,NFJ,"Virtus Dividend, Interest & Premium Strategy Fund",1260563
1841968,PX,"P10, Inc.",1841968
1953575,CNL,Collective Mining Ltd.,1953575
1287032,PSEC,PROSPECT CAPITAL CORP,1287032
1166388,VRNT,VERINT SYSTEMS INC,1166388
1572694,GSBD,"Goldman Sachs BDC, Inc.",1572694
1398987,HOUS,Anywhere Real Estate Inc.,1398987
1071438,BAK,BRASKEM SA,1071438
1439095,MRC,MRC GLOBAL INC.,1439095
1172358,DMLP,"DORCHESTER MINERALS, L.P.",1172358
66382,MLKN,"MILLERKNOLL, INC.",66382
17313,CSWC,CAPITAL SOUTHWEST CORP,17313
711377,NEOG,NEOGEN CORP,711377
1005210,SPH,SUBURBAN PROPANE PARTNERS LP,1005210
1844452,LUNR,"Intuitive Machines, Inc.",1844452
1580670,LGIH,"LGI Homes, Inc.",1580670
1843181,NBXG,Neuberger Berman Next Generation Connectivity Fund Inc.,1843181
1809122,CVAC,CureVac N.V.,1809122
1877184,KMTS,"KESTRA MEDICAL TECHNOLOGIES, LTD.",1877184
1266585,NMZ,NUVEEN MUNICIPAL HIGH INCOME OPPORTUNITY FUND,1266585
1672619,ELVN,"Enliven Therapeutics, Inc.",1672619
1080014,INVA,"Innoviva, Inc.",1080014
748268,RCAT,"Red Cat Holdings, Inc.",748268
1688757,ESTA,ESTABLISHMENT LABS HOLDINGS INC.,1688757
1625101,PLSE,"PULSE BIOSCIENCES, INC.",1625101
42682,GRC,GORMAN RUPP CO,42682
731012,HCSG,HEALTHCARE SERVICES GROUP INC,731012
3499,ALX,ALEXANDERS INC,3499
1293135,VET,VERMILION ENERGY INC.,1293135
1794350,YALA,Yalla Group Ltd,1794350
1610601,MOMO,Hello Group Inc.,1610601
1622629,SXGCF,Southern Cross Gold Consolidated Ltd.,1622629
1746109,BFC,Bank First Corp,1746109
58492,LEG,LEGGETT & PLATT INC,58492
1443669,PRLB,Proto Labs Inc,1443669
2036042,SION,"Sionna Therapeutics, Inc.",2036042
1781753,DAO,"Youdao, Inc.",1781753
1222922,EVV,Eaton Vance Ltd Duration Income Fund,1222922
834365,BLFS,BIOLIFE SOLUTIONS INC,834365
1725255,AHCO,AdaptHealth Corp.,1725255
1576427,CRTO,Criteo S.A.,1576427
1823652,EVEX,"Eve Holding, Inc.",1823652
1567569,FPF,First Trust Intermediate Duration Preferred & Income Fund,1567569
944809,OPK,"OPKO HEALTH, INC.",944809
876523,EZPW,EZCORP INC,876523
2074220,CAZGF,Catapult Group International Ltd,2074220
1578732,MMI,"Marcus & Millichap, Inc.",1578732
1622194,DEA,"Easterly Government Properties, Inc.",1622194
1831907,LUXE,LuxExperience B.V.,1831907
710752,SBR,SABINE ROYALTY TRUST,710752
1362468,ALGT,Allegiant Travel CO,1362468
1414932,OCSL,Oaktree Specialty Lending Corp,1414932
1408100,KW,"Kennedy-Wilson Holdings, Inc.",1408100
1094366,RDWR,RADWARE LTD,1094366
26058,CTS,CTS CORP,26058
851310,HLIT,HARMONIC INC.,851310
902791,BBSI,BARRETT BUSINESS SERVICES INC,902791
1739566,UTZ,"Utz Brands, Inc.",1739566
1396814,PCRX,"Pacira BioSciences, Inc.",1396814
1656472,CRON,Cronos Group Inc.,1656472
1786108,TRIN,Trinity Capital Inc.,1786108
1537054,GOGO,Gogo Inc.,1537054
1793882,PTA,Cohen & Steers Tax-Advantaged Preferred Securities & Income Fund,1793882
1029142,DVAX,DYNAVAX TECHNOLOGIES CORP,1029142
1796280,ORIC,"Oric Pharmaceuticals, Inc.",1796280
821002,GIII,G III APPAREL GROUP LTD /DE/,821002
1995306,HDL,SUPER HI INTERNATIONAL HOLDING LTD.,1995306
906709,NKTR,NEKTAR THERAPEUTICS,906709
1492165,PFBC,Preferred Bank,1492165
1018164,WLFC,WILLIS LEASE FINANCE CORP,1018164
1095651,SAFE,Safehold Inc.,1095651
2046042,JCAP,"Jefferson Capital, Inc. / DE",2046042
1756908,PDX,PIMCO Dynamic Income Strategy Fund,1756908
1278752,MFIC,MidCap Financial Investment Corp,1278752
1511337,RLJ,RLJ Lodging Trust,1511337
1709442,FSUN,FIRSTSUN CAPITAL BANCORP,1709442
1857816,GCT,GigaCloud Technology Inc,1857816
1821866,BTQ,BTQ Technologies Corp.,1821866
1042776,PDM,"Piedmont Realty Trust, Inc.",1042776
903129,THRM,Gentherm Inc,903129
1430725,GSL,"Global Ship Lease, Inc.",1430725
1392972,PRO,"PROS Holdings, Inc.",1392972
1842295,MAZE,"Maze Therapeutics, Inc.",1842295
922864,AIV,APARTMENT INVESTMENT & MANAGEMENT CO,922864
1702780,ATUS,"Altice USA, Inc.",1702780
2026478,NMAX,Newsmax Inc.,2026478
1689548,PRAX,"Praxis Precision Medicines, Inc.",1689548
1811063,NUVB,Nuvation Bio Inc.,1811063
1606163,LMB,"Limbach Holdings, Inc.",1606163
1614178,YEXT,"Yext, Inc.",1614178
792987,ASTE,ASTEC INDUSTRIES INC,792987
1340677,SVM,SILVERCORP METALS INC,1340677
1671858,SPRY,"ARS Pharmaceuticals, Inc.",1671858
1409493,CIM,CHIMERA INVESTMENT CORP,1409493
1922446,DEC,Diversified Energy Co PLC,1922446
1516912,OBK,"Origin Bancorp, Inc.",1516912
1267565,COLL,"COLLEGIUM PHARMACEUTICAL, INC",1267565
1525221,VTOL,Bristow Group Inc.,1525221
1704720,CNNE,"Cannae Holdings, Inc.",1704720
1276533,JFR,NUVEEN FLOATING RATE INCOME FUND,1276533
1831840,SEMR,"SEMrush Holdings, Inc.",1831840
1846576,FIGS,"FIGS, Inc.",1846576
2058601,BRBI,BRBI BR Partners S.A.,2058601
907254,BFS,"SAUL CENTERS, INC.",907254
1498547,CMRF,"CIM REAL ESTATE FINANCE TRUST, INC.",1498547
1224450,RNP,COHEN & STEERS REIT & PREFERRED & INCOME FUND INC,1224450
1623526,STOK,"Stoke Therapeutics, Inc.",1623526
1995520,YB,Yuanbao Inc.,1995520
1275014,UCTT,"Ultra Clean Holdings, Inc.",1275014
94049,SCL,STEPAN CO,94049
1769731,AMTD,AMTD IDEA GROUP,1769731
318300,PEBO,PEOPLES BANCORP INC,318300
742278,RES,RPC INC,742278
1309167,AEGXF,Aecon Group Inc.,1309167
917520,IART,INTEGRA LIFESCIENCES HOLDINGS CORP,917520
1937653,ZYME,Zymeworks Inc.,1937653
1464423,PMT,PennyMac Mortgage Investment Trust,1464423
1728688,IIIV,"i3 Verticals, Inc.",1728688
1828316,PHAR,Pharming Group N.V.,1828316
1581804,NVGS,Navigator Holdings Ltd.,1581804
1172052,SAFT,SAFETY INSURANCE GROUP INC,1172052
1698514,NESR,National Energy Services Reunited Corp.,1698514
2022626,UPB,"Upstream Bio, Inc.",2022626
1831631,LDI,"loanDepot, Inc.",1831631
1838957,RERE,ATRenew Inc.,1838957
1060822,CRI,CARTERS INC,1060822
1818502,OPFI,OppFi Inc.,1818502
1971213,SBGI,"Sinclair, Inc.",1971213
1823239,MRVI,"MARAVAI LIFESCIENCES HOLDINGS, INC.",1823239
1424929,FOXF,FOX FACTORY HOLDING CORP,1424929
1845840,TSAT,Telesat Corp,1845840
878518,TGB,TASEKO MINES LTD,878518
1669779,CWH,"Camping World Holdings, Inc.",1669779
1120914,PDFS,PDF SOLUTIONS INC,1120914
1710350,BTBT,"Bit Digital, Inc",1710350
2057463,GLIBA,"GCI Liberty, Inc.",2057463
1379384,BTZ,BLACKROCK CREDIT ALLOCATION INCOME TRUST,1379384
1518621,ORC,"Orchid Island Capital, Inc.",1518621
884219,PRSU,"Pursuit Attractions & Hospitality, Inc.",884219
1066605,HSII,HEIDRICK & STRUGGLES INTERNATIONAL INC,1066605
1496099,NMFC,New Mountain Finance Corp,1496099
1465740,TWO,TWO HARBORS INVESTMENT CORP.,1465740
1376339,MDXG,"MIMEDX GROUP, INC.",1376339
1075415,DHC,DIVERSIFIED HEALTHCARE TRUST,1075415
798359,CSR,CENTERSPACE,798359
1693256,WTTR,"Select Water Solutions, Inc.",1693256
1826470,WOOF,"Petco Health & Wellness Company, Inc.",1826470
1051004,MUC,"BLACKROCK MUNIHOLDINGS CALIFORNIA QUALITY FUND, INC.",1051004
744187,REX,REX AMERICAN RESOURCES Corp,744187
1493683,BBN,BlackRock Taxable Municipal Bond Trust,1493683
1628908,EVH,"Evolent Health, Inc.",1628908
45876,NVRI,ENVIRI Corp,45876
1944558,VTS,"Vitesse Energy, Inc.",1944558
1005817,TMP,TOMPKINS FINANCIAL CORP,1005817
1004702,OCFC,OCEANFIRST FINANCIAL CORP,1004702
1794338,IGIC,International General Insurance Holdings Ltd.,1794338
1094324,SIFY,SIFY TECHNOLOGIES LTD,1094324
1950246,MTAL,MAC Copper Ltd,1950246
1579214,EEX,"Emerald Holding, Inc.",1579214
350852,CTBI,COMMUNITY TRUST BANCORP INC /KY/,350852
1607939,UDMY,"Udemy, Inc.",1607939
915779,DAKT,DAKTRONICS INC /SD/,915779
1636282,SYRE,"Spyre Therapeutics, Inc.",1636282
1077183,NEO,NEOGENOMICS INC,1077183
1084961,ECPG,ENCORE CAPITAL GROUP INC,1084961
1767258,XPEL,"XPEL, Inc.",1767258
1289877,SFL,SFL Corp Ltd.,1289877
7323,EAI,"ENTERGY ARKANSAS, LLC",7323
1067294,CBRL,"CRACKER BARREL OLD COUNTRY STORE, INC",1067294
1515816,PLYM,"Plymouth Industrial REIT, Inc.",1515816
1708035,ECVT,Ecovyst Inc.,1708035
2048519,AEBI,Aebi Schmidt Holding AG,2048519
1379400,AOD,abrdn Total Dynamic Dividend Fund,1379400
794619,AMWD,AMERICAN WOODMARK CORP,794619
1472012,IMNM,Immunome Inc.,1472012
107687,WGO,WINNEBAGO INDUSTRIES INC,107687
1840502,TBLA,Taboola.com Ltd.,1840502
866829,HLX,HELIX ENERGY SOLUTIONS GROUP INC,866829
1379041,EIG,"Employers Holdings, Inc.",1379041
1726173,BH-A,Biglari Holdings Inc.,1726173
1702318,AHG,Akso Health Group,1702318
1055160,MFA,"MFA FINANCIAL, INC.",1055160
933267,IRS,IRSA INVESTMENTS & REPRESENTATIONS INC,933267
1010000,RUPRF,RUPERT RESOURCES LTD,1010000
1603145,XIFR,"XPLR Infrastructure, LP",1603145
1643615,MEG,"Montrose Environmental Group, Inc.",1643615
1322435,ETW,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,1322435
2011674,YDES,YD Bio Ltd,2011674
1855747,BLND,"Blend Labs, Inc.",1855747
1081834,KUBR,Kuber Resources Corp,1081834
1789940,FWRG,"First Watch Restaurant Group, Inc.",1789940
805267,HQH,abrdn Healthcare Investors,805267
1314102,EYPT,"EyePoint Pharmaceuticals, Inc.",1314102
906013,AWF,ALLIANCEBERNSTEIN GLOBAL HIGH INCOME FUND INC,906013
918965,SCSC,"SCANSOURCE, INC.",918965
80035,PLPC,PREFORMED LINE PRODUCTS CO,80035
1809196,IMTX,Immatics N.V.,1809196
66004,MSEX,MIDDLESEX WATER CO,66004
1747172,KBDC,"Kayne Anderson BDC, Inc.",1747172
876779,MGIC,MAGIC SOFTWARE ENTERPRISES LTD,876779
1698991,ACEL,"Accel Entertainment, Inc.",1698991
71829,NPKI,NPK International Inc.,71829
1921865,ASPI,ASP Isotopes Inc.,1921865
1964954,ECO,Okeanis Eco Tankers Corp.,1964954
1898795,LVWR,"LiveWire Group, Inc.",1898795
1894562,PRME,"Prime Medicine, Inc.",1894562
1742692,INMD,InMode Ltd.,1742692
1477815,SG,"Sweetgreen, Inc.",1477815
1632127,CABO,"Cable One, Inc.",1632127
1830043,BMBL,Bumble Inc.,1830043
6845,APOG,"APOGEE ENTERPRISES, INC.",6845
1711375,LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,1711375
1544206,CGBD,"Carlyle Secured Lending, Inc.",1544206
1490281,GRPN,"Groupon, Inc.",1490281
1425292,UAN,"CVR PARTNERS, LP",1425292
21535,COHU,COHU INC,21535
1762301,FVRR,Fiverr International Ltd.,1762301
1278895,CII,"BlackRock Enhanced Large Cap Core Fund, Inc.",1278895
907654,ORKA,"Oruka Therapeutics, Inc.",907654
1113809,BBW,BUILD-A-BEAR WORKSHOP INC,1113809
2002473,BOW,Bowhead Specialty Holdings Inc.,2002473
1096752,EPC,EDGEWELL PERSONAL CARE Co,1096752
1379785,BBDC,"Barings BDC, Inc.",1379785
108385,WRLD,WORLD ACCEPTANCE CORP,108385
1562528,FBRT,"Franklin BSP Realty Trust, Inc.",1562528
910612,CBL,CBL & ASSOCIATES PROPERTIES INC,910612
2040491,ASIC,Ategrity Specialty Insurance Co Holdings,2040491
1464343,ATLC,Atlanticus Holdings Corp,1464343
1964333,BHRB,Burke & Herbert Financial Services Corp.,1964333
1434621,TREE,"LendingTree, Inc.",1434621
1655050,BCSF,"Bain Capital Specialty Finance, Inc.",1655050
1953530,OCS,Oculis Holding AG,1953530
1982518,SDHC,Smith Douglas Homes Corp.,1982518
2019103,SLSR,Solaris Resources Inc.,2019103
1862461,REAX,Real Brokerage Inc,1862461
700565,FMBH,"FIRST MID BANCSHARES, INC.",700565
1813814,MNMD,Mind Medicine (MindMed) Inc.,1813814
1122904,NTGR,"NETGEAR, INC.",1122904
1040470,AEHR,AEHR TEST SYSTEMS,1040470
1743759,CRSR,"Corsair Gaming, Inc.",1743759
357173,OSBC,OLD SECOND BANCORP INC,357173
1770121,SANA,"Sana Biotechnology, Inc.",1770121
1833197,SWIM,"Latham Group, Inc.",1833197
1850235,HEPS,D-MARKET Electronic Services & Trading,1850235
1869105,BBOT,"BridgeBio Oncology Therapeutics, Inc.",1869105
102212,UVSP,UNIVEST FINANCIAL Corp,102212
1708259,LX,LexinFintech Holdings Ltd.,1708259
1320695,THS,"TreeHouse Foods, Inc.",1320695
314203,MUX,McEwen Inc.,314203
1855129,GHRS,GH Research PLC,1855129
1668243,URGN,UroGen Pharma Ltd.,1668243
1835856,BETR,Better Home & Finance Holding Co,1835856
1117297,QNST,"QUINSTREET, INC",1117297
1517375,SPT,"Sprout Social, Inc.",1517375
1819580,YSG,Yatsen Holding Ltd,1819580
1160990,PCN,PIMCO CORPORATE & INCOME STRATEGY FUND,1160990
1720424,HIVE,HIVE Digital Technologies Ltd.,1720424
1533615,GMRE,Global Medical REIT Inc.,1533615
1812364,RLAY,"Relay Therapeutics, Inc.",1812364
1563880,TRVI,"Trevi Therapeutics, Inc.",1563880
1792849,HPK,"HighPeak Energy, Inc.",1792849
1712189,TH,Target Hospitality Corp.,1712189
1325618,IRMD,IRADIMED CORP,1325618
1785971,BMEZ,BlackRock Health Sciences Term Trust,1785971
1729997,GDLC,Grayscale CoinDesk Crypto 5 ETF,1729997
1865200,ANGX,"Angel Studios, Inc.",1865200
1504619,PFLT,PennantPark Floating Rate Capital Ltd.,1504619
1868726,OLPX,"OLAPLEX HOLDINGS, INC.",1868726
1828105,HIPO,Hippo Holdings Inc.,1828105
74046,ODC,Oil-Dri Corp of America,74046
1222719,CHY,CALAMOS CONVERTIBLE & HIGH INCOME FUND,1222719
1410098,CRMD,CorMedix Inc.,1410098
1828884,WHTCF,WELL Health Technologies Corp.,1828884
1547459,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",1547459
1574197,FPH,"Five Point Holdings, LLC",1574197
1195739,NRK,NUVEEN NEW YORK AMT-FREE QUALITY MUNICIPAL INCOME FUND,1195739
1180262,HLF,HERBALIFE LTD.,1180262
1517396,SSYS,STRATASYS LTD.,1517396
1260041,HTD,JOHN HANCOCK TAX-ADVANTAGED DIVIDEND INCOME FUND,1260041
1393726,TIPT,TIPTREE INC.,1393726
93389,SMP,"STANDARD MOTOR PRODUCTS, INC.",93389
1766400,PNTG,"Pennant Group, Inc.",1766400
912463,GES,GUESS INC,912463
1760854,NBTX,Nanobiotix S.A.,1760854
1531031,ESQ,"Esquire Financial Holdings, Inc.",1531031
1438133,TNDM,TANDEM DIABETES CARE INC,1438133
799167,MRTN,MARTEN TRANSPORT LTD,799167
1793229,CTEV,Claritev Corp,1793229
1489096,THR,"Thermon Group Holdings, Inc.",1489096
27996,DLX,DELUXE CORP,27996
1375877,CSIQ,Canadian Solar Inc.,1375877
1674632,BBNX,"Beta Bionics, Inc.",1674632
1230869,ASA,ASA Gold & Precious Metals Ltd,1230869
1235468,LQDT,LIQUIDITY SERVICES INC,1235468
1640428,EVER,"EverQuote, Inc.",1640428
1095565,HSTM,HEALTHSTREAM INC,1095565
1418076,SLRC,SLR Investment Corp.,1418076
1447028,ABUS,Arbutus Biopharma Corp,1447028
1300391,EOI,Eaton Vance Enhanced Equity Income Fund,1300391
1219360,PHK,PIMCO HIGH INCOME FUND,1219360
705432,SBSI,SOUTHSIDE BANCSHARES INC,705432
1789029,AEVA,"Aeva Technologies, Inc.",1789029
1509261,RZLT,"Rezolute, Inc.",1509261
1802974,AVO,"Mission Produce, Inc.",1802974
1821534,EXOD,"Exodus Movement, Inc.",1821534
1494191,KRNGY,Karoon Gas Australia Ltd /ADR/,1494191
800240,ODP,ODP Corp,800240
890196,MQY,"BLACKROCK MUNIYIELD QUALITY FUND, INC.",890196
319654,PBT,PERMIAN BASIN ROYALTY TRUST,319654
